States/ UTs,District,Murder - Total,Murder - Infanticide,Murder - Other Murder,Rape,Kidnapping & Abduction,Foeticide,Abetment to Suicide,Exposure and Abandonment,Procuration of Minor Girls,Buying of Girls for Prostitution,Selling of Girls for Prostitution,Child Marriage Restraint Act,Other Crimes Committed against children,Total Crimes Committed against Children
Madhya Pradesh,Mandla,1,0,1,19,3,1,0,1,0,0,0,0,0,25
Madhya Pradesh,Mandsaur,1,0,1,21,8,0,0,0,0,0,0,0,22,52
Madhya Pradesh,Morena,2,0,2,6,3,0,0,4,0,0,0,1,8,24
Madhya Pradesh,Narsinghpur,1,0,1,14,2,0,0,1,0,0,0,0,52,70
Madhya Pradesh,Neemuch,2,0,2,5,2,0,0,4,0,0,0,0,44,57
Madhya Pradesh,Panna,2,0,2,11,6,1,0,1,0,0,0,0,7,28
Madhya Pradesh,Raisen,1,0,1,2,1,0,0,0,0,0,0,0,24,28
Madhya Pradesh,Rajgarh,0,0,0,1,0,0,0,0,0,0,0,0,5,6
Madhya Pradesh,Ratlam,2,0,2,11,2,0,0,0,0,0,0,0,0,15
Madhya Pradesh,Rewa,2,0,2,4,1,0,0,6,0,0,0,0,65,78
Madhya Pradesh,Sagar,2,0,2,22,4,0,0,0,0,0,0,0,18,46
Madhya Pradesh,Satna,3,0,3,15,8,0,1,15,4,0,0,0,13,59
Madhya Pradesh,Seoni,6,3,3,18,3,0,0,0,0,0,0,0,61,88
Madhya Pradesh,Shahdol,0,0,0,11,1,0,0,0,0,0,0,0,6,18
Madhya Pradesh,Shajapur,1,0,1,8,5,0,0,4,0,0,0,0,2,20
Madhya Pradesh,Sheopur,1,0,1,6,4,0,0,0,0,0,0,0,24,35
Madhya Pradesh,Shivpuri,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Madhya Pradesh,Sidhi,4,0,4,21,15,0,0,3,0,0,0,0,84,127
Madhya Pradesh,Sihore,3,0,3,4,0,0,0,1,0,0,0,0,11,19
Madhya Pradesh,Tikamgarh,3,0,3,16,4,0,0,4,0,0,0,0,77,104
Madhya Pradesh,Ujjain,3,1,2,27,11,0,0,4,0,0,0,0,116,161
Madhya Pradesh,Umariya,1,0,1,0,0,0,0,0,0,0,0,0,14,15
Madhya Pradesh,Vidisha,11,6,5,17,10,0,0,0,0,0,0,0,103,141
Madhya Pradesh,Total,94,18,76,517,154,4,1,91,5,0,1,2,1460,2329
Maharashtra,Ahmednagar,14,0,14,17,0,0,0,0,0,0,0,0,0,31
Maharashtra,Akola,2,0,2,1,0,0,0,3,0,0,0,0,0,6
Maharashtra,Amravati Commr.,2,0,2,5,3,0,0,5,0,0,0,0,1,16
Maharashtra,Amravati Rural,4,0,4,16,12,0,0,0,0,0,0,0,0,32
Maharashtra,Aurangabad Commr.,8,0,8,6,12,0,0,15,0,0,0,0,0,41
Maharashtra,Aurangabad Rural,8,0,8,2,0,3,0,1,0,0,0,1,7,22
Maharashtra,Beed,24,17,7,15,10,0,0,0,0,0,0,1,0,50
Maharashtra,Bhandara,0,0,0,24,9,0,0,0,0,0,0,0,3,36
Maharashtra,Buldhana,9,0,9,13,14,0,0,0,0,0,0,0,21,57
Maharashtra,Chandrapur,5,0,5,15,0,0,0,0,0,0,0,2,0,22
Maharashtra,Dhule,0,0,0,0,0,1,1,0,0,0,0,0,8,10
Maharashtra,Gadchiroli,4,0,4,13,1,2,0,0,6,0,0,0,22,48
Maharashtra,Gondia,6,0,6,0,0,0,0,0,0,0,0,0,5,11
Maharashtra,Hingoli,7,0,7,5,1,0,2,6,0,0,0,0,0,21
Maharashtra,Jalgaon,18,0,18,11,7,0,0,23,0,0,0,0,0,59
Maharashtra,Jalna,5,0,5,2,8,0,0,15,0,0,0,0,0,30
Maharashtra,Kolhapur,4,0,4,2,1,0,0,2,4,0,0,3,0,16
Maharashtra,Latur,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Maharashtra,Mumbai,4,0,4,19,25,1,0,6,1,0,0,0,56,112
Maharashtra,Mumbai Rly.,0,0,0,2,3,0,0,5,0,0,0,0,0,10
Maharashtra,Nagpur Commr.,7,1,6,20,18,0,0,9,1,0,0,1,64,120
Maharashtra,Nagpur Rly.,1,0,1,0,0,0,0,21,0,0,0,0,0,22
Maharashtra,Nagpur Rural,7,0,7,38,12,0,0,9,0,0,0,1,40,107
Maharashtra,Nanded,16,0,16,5,3,0,0,3,0,0,0,0,0,27
Maharashtra,Nandurbar,0,0,0,5,0,0,0,3,0,0,0,0,0,8
Maharashtra,Nasik Commr.,2,0,2,6,11,0,0,8,0,0,0,1,0,28
Maharashtra,Nasik Rural,11,0,11,27,9,1,2,22,0,0,0,0,21,93
Maharashtra,Navi Mumbai,2,0,2,14,1,0,0,4,7,0,0,0,33,61
Maharashtra,Osmanabad,0,0,0,0,0,0,0,7,0,0,0,0,0,7
Maharashtra,Parbhani,8,0,8,7,3,0,0,10,0,0,0,1,4,33
Maharashtra,Pune Commr.,10,0,10,37,12,0,0,19,0,8,0,0,75,161
Maharashtra,Pune Rly.,0,0,0,2,1,0,0,5,0,0,0,0,0,8
Maharashtra,Pune Rural,22,0,22,27,6,0,0,21,0,0,0,0,17,93
Maharashtra,Raigad,3,0,3,17,9,0,0,1,2,0,0,0,3,35
Maharashtra,Ratnagiri,2,0,2,2,1,0,0,2,0,0,0,0,8,15
Maharashtra,Sangli,6,6,0,23,14,2,1,10,12,0,1,4,4,77
Maharashtra,Satara,10,0,10,20,8,0,0,10,0,0,0,2,22,72
Maharashtra,Sindhudurg,5,0,5,4,2,0,0,1,0,0,0,0,0,12
Maharashtra,Solapur Commr.,3,0,3,11,6,0,0,8,0,0,0,0,4,32
Maharashtra,Solapur Rural,3,0,3,5,0,0,0,5,0,0,0,0,0,13
Maharashtra,Thane Commr.,0,0,0,0,12,0,0,7,0,0,0,0,0,19
Maharashtra,Thane Rural,0,0,0,0,0,0,0,0,0,0,0,0,39,39
Maharashtra,Wardha,2,0,2,21,14,0,0,7,1,0,0,1,13,59
Maharashtra,Washim,1,0,1,14,1,0,0,2,0,0,0,0,13,31
Maharashtra,Yavatmal,3,0,3,18,26,0,0,4,0,0,0,0,4,55
Maharashtra,Total,248,24,224,491,275,10,6,282,34,8,1,18,487,1860
Manipur,Bishnupur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Chandel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Churachandpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Imphal (East),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Imphal (West),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Senapati,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Tamenglong,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Thoubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Ukhrul,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Garo Hills East,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Garo Hills South,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Meghalaya,Garo Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Jaintia Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Khasi Hills East,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Khasi Hills West,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Ri-Bhoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Total,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mizoram,Aizawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Champhai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Kolasib,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Lawngtlai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Lunglei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Mamit,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Saiha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Serchhip,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Dimapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Kiphire,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Kohima,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Mokokchung,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Phek,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Tuensang,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Wokha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Angul,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Balasore,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Orissa,Baragarh,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Orissa,Berhampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Bhadrak,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Orissa,Bolangir,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Boudh,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Orissa,Cuttack,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Deogarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Dhenkanal,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Orissa,Gajapati,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Orissa,Ganjam,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Orissa,Jagatsinghpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Jajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Jharsuguda,0,0,0,2,4,0,0,0,2,0,0,0,0,8
Orissa,Kalahandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Kandhamal,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Orissa,Kendrapara,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Orissa,Keonjhar,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Orissa,Khurda,0,0,0,4,2,0,0,0,0,0,0,0,0,6
Orissa,Koraput,1,0,1,1,0,0,0,0,0,0,0,0,1,3
Orissa,Malkangir,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Mayurbhanj,0,0,0,1,0,0,0,0,2,0,0,0,0,3
Orissa,Nayagarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Nowrangpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Nuapada,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Puri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Rayagada,0,0,0,8,0,0,0,0,0,0,0,0,2,10
Orissa,Rourkela,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Orissa,Sambalpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Sonepur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,SRP (Cuttack),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,SRP (Rourkela),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Sundargarh,3,0,3,1,2,0,0,0,0,0,0,0,0,6
Orissa,Total,7,0,7,21,8,0,0,0,4,0,0,0,16,56
Punjab,Amritsar,3,0,3,0,12,8,0,0,0,0,0,0,5,28
Punjab,Barnala,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Batala,0,0,0,4,3,1,0,0,0,0,0,1,0,9
Punjab,Bhatinda,0,0,0,8,5,0,0,0,2,0,0,0,0,15
Punjab,Faridkot,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Fatehgarh Sahib,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Ferozepur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,G.r.p,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Gurdaspur,1,0,1,8,2,0,0,0,0,0,0,0,0,11
Punjab,Hoshiarpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Jagraon,0,0,0,2,2,0,0,0,0,0,0,0,0,4
Punjab,Jalandhar,0,0,0,8,8,0,0,0,0,0,0,0,0,16
Punjab,Kapurthala,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Khanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Ludhiana,4,0,4,8,13,0,0,0,0,0,0,0,8,33
Punjab,Majitha,1,0,1,5,0,1,0,0,0,0,0,0,0,7
Punjab,Mansa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Moga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Muktsar,0,0,0,3,2,0,0,0,0,0,0,0,0,5
Punjab,Nawan Shahr,2,0,2,5,2,0,0,0,3,0,0,0,0,12
Punjab,Patiala,0,0,0,0,12,0,0,0,0,0,0,0,5,17
Punjab,Ropar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Sangrur,2,0,2,0,0,0,0,0,0,0,0,0,0,2
Punjab,Tarn Taran,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Punjab,Total,13,0,13,52,62,10,0,0,5,0,0,1,18,161
Rajasthan,Ajmer,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Rajasthan,Alwar,0,0,0,0,0,0,0,10,0,0,0,0,0,10
Rajasthan,Banswara,4,0,4,19,14,0,0,5,0,0,0,0,0,42
Rajasthan,Baran,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Barmer,2,0,2,1,8,0,0,1,0,0,0,0,0,12
Rajasthan,Bharatpur,0,0,0,0,0,0,0,1,1,0,0,0,0,2
Rajasthan,Bhilwara,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Rajasthan,Bikaner,1,1,0,0,0,1,0,2,0,0,0,0,0,4
Rajasthan,Bundi,0,0,0,0,0,1,0,2,0,0,0,0,0,3
Rajasthan,Chittorgarh,1,0,1,1,0,0,0,1,0,0,0,5,0,8
Rajasthan,Churu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Dausa,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Rajasthan,Dholpur,3,0,3,3,10,1,0,3,0,0,0,0,0,20
Rajasthan,Dungarpur,0,0,0,3,0,0,0,3,0,0,0,0,0,6
Rajasthan,G.R.P.,0,0,0,0,1,0,0,5,0,0,0,0,0,6
Rajasthan,Ganganagar,0,0,0,1,0,0,0,4,0,0,0,0,0,5
Rajasthan,Hanumangarh,4,0,4,6,5,0,0,0,0,0,0,0,0,15
Rajasthan,Jaipur,2,0,2,2,3,0,0,6,0,0,0,0,0,13
Rajasthan,Jaisalmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Jalore,0,0,0,0,0,0,0,4,0,0,0,0,0,4
Rajasthan,Jhalawar,0,0,0,0,1,0,0,2,1,0,0,0,0,4
Rajasthan,Jhunjhunu,0,0,0,0,0,2,0,3,0,0,0,0,0,5
Rajasthan,Jodhpur,1,1,0,0,0,0,0,8,0,0,0,0,0,9
Rajasthan,Karauli,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Rajasthan,Kota,2,0,2,1,10,0,0,8,0,0,0,0,0,21
Rajasthan,Nagaur,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Rajasthan,Pali,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Rajasthan,Rajsamand,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Rajasthan,Sawai Madhopur,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Rajasthan,Sikar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Sirohi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Tonk,0,0,0,0,0,0,0,2,0,0,0,0,0,2
Rajasthan,Udaipur,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Rajasthan,Total,20,2,18,38,52,6,0,79,2,0,0,7,0,204
Sikkim,East,2,0,1,4,0,0,0,0,0,0,0,0,0,5
Sikkim,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,South,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Sikkim,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Total,2,0,2,4,0,0,0,0,0,0,0,0,0,6
Tamilnadu,Chengai,2,0,2,5,0,0,0,0,0,0,0,0,0,7
Tamilnadu,Chennai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Chennai Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Coimbatore Rural,4,0,4,3,0,0,0,0,0,0,0,0,0,7
Tamilnadu,Coimbatore Urban,0,0,0,2,3,0,0,0,0,0,0,0,0,5
Tamilnadu,Cuddalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Dharmapuri,4,1,3,0,0,0,0,0,0,0,0,0,22,26
Tamilnadu,Dindigul,0,0,0,5,0,0,0,0,0,0,0,0,0,5
Tamilnadu,Erode,1,0,1,4,6,0,0,0,0,0,0,0,0,11
Tamilnadu,Kanchipuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Kanyakumari,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Karur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Madurai Rural,6,3,3,0,0,0,0,0,0,0,0,0,0,6
Tamilnadu,Madurai Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Nagapattinam,1,0,1,1,0,0,0,0,0,0,0,0,0,2
Tamilnadu,Namakkal,3,3,0,0,0,0,0,0,0,0,0,0,0,3
Tamilnadu,Nilgiris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Perambalur,3,3,0,2,0,0,0,0,0,0,0,0,0,5
Tamilnadu,Pudukottai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Ramnathapuram,2,2,0,2,0,0,0,0,0,0,0,0,2,6
Tamilnadu,Salem Rural,2,0,2,0,0,0,0,0,0,0,0,0,2,4
Tamilnadu,Salem Urban,3,0,3,0,0,0,0,5,0,0,0,0,0,8
Tamilnadu,Sivagangai,3,3,0,0,0,0,0,0,0,0,0,0,0,3
Tamilnadu,Thanjavur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Theni,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Thirunelveli Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Thirunelveli Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Thiruvallur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Thiruvannamalai,0,0,0,0,8,0,0,0,0,0,0,0,1,9
Tamilnadu,Thiruvarur,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Tamilnadu,Thoothugudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Trichy Rly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Trichy Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Trichy Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Vellore,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Tamilnadu,Villupuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamilnadu,Virudhunagar,9,1,8,5,12,0,0,0,0,0,0,0,0,26
Tamilnadu,Total,45,16,29,29,29,0,0,5,0,0,0,0,27,135
Tripura,Dhalai,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,North,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,South,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,West,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Almora,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Bageshwar,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Uttaranchal,Chamoli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Champawat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Dehradun,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Haridwar,5,0,5,8,3,0,0,0,9,0,0,0,0,25
Uttaranchal,Nainital,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Pauri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Pithoragarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Rudra Prayag,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Uttaranchal,Tehri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Udhamsingh Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Uttarkashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttaranchal,Total,7,0,7,8,3,0,0,0,9,0,0,0,0,27
Uttar Pradesh,Agra,11,0,11,10,112,0,0,0,0,0,0,0,13,146
Uttar Pradesh,Aligarh,9,0,9,8,15,0,0,0,0,0,0,0,4,36
Uttar Pradesh,Allahabad,3,3,0,12,2,1,0,0,0,0,0,0,5,23
Uttar Pradesh,Ambedkar Nagar,6,1,5,0,0,0,0,0,0,0,0,0,0,6
Uttar Pradesh,Auraiya,0,1,0,5,5,0,0,0,0,0,0,0,3,14
Uttar Pradesh,Azamgarh,6,0,6,0,4,0,0,0,0,0,0,0,0,10
Uttar Pradesh,Badaun,3,0,3,12,26,0,0,0,0,0,0,0,0,41
Uttar Pradesh,Baghpat,14,4,10,6,4,0,0,0,3,0,0,0,1,28
Uttar Pradesh,Bahraich,1,0,1,3,3,0,0,0,0,0,0,0,4,11
Uttar Pradesh,Ballia,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Uttar Pradesh,Balrampur,2,0,2,5,0,0,0,0,0,0,0,0,15,22
Uttar Pradesh,Banda,4,0,4,4,8,0,0,0,0,0,0,0,5,21
Uttar Pradesh,Barabanki,4,0,4,6,16,0,0,0,0,0,0,0,4,30
Uttar Pradesh,Bareilly,22,0,22,38,0,0,0,0,0,0,0,0,48,108
Uttar Pradesh,Basti,2,0,2,12,29,0,0,0,0,0,0,0,3,46
Uttar Pradesh,Bijnor,18,0,18,12,23,0,0,0,0,0,0,0,2,55
Uttar Pradesh,Bulandshahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Chandoli,2,0,2,2,0,0,0,0,0,0,0,0,14,18
Uttar Pradesh,Chitrakoot Dham,1,0,1,3,0,0,0,0,0,0,0,0,0,4
Uttar Pradesh,Deoria,7,0,7,3,7,0,0,0,0,0,0,0,3,20
Uttar Pradesh,Etah,3,0,3,5,8,0,0,0,0,0,0,0,0,16
Uttar Pradesh,Etawah,14,0,13,3,20,0,0,0,0,0,0,0,0,36
Uttar Pradesh,Faizabad,9,4,5,8,10,0,0,0,0,0,0,0,11,38
Uttar Pradesh,Fatehgarh,4,0,4,5,13,0,0,0,0,0,0,0,2,24
Uttar Pradesh,Fatehpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Firozabad,20,0,20,5,5,0,0,0,0,0,0,0,3,33
Uttar Pradesh,G.R.P.,1,0,1,0,1,0,0,0,0,0,0,0,0,2
Uttar Pradesh,Gautambudh Nagar,5,0,5,15,3,0,0,0,0,0,0,0,27,50
Uttar Pradesh,Ghaziabad,8,0,8,3,1,0,0,0,0,0,0,0,7,19
Uttar Pradesh,Ghazipur,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Uttar Pradesh,Gonda,11,0,11,8,16,0,0,0,0,0,0,0,3,38
Uttar Pradesh,Gorakhpur,30,0,30,0,1,0,0,0,0,0,0,0,65,96
Uttar Pradesh,Hamirpur,4,0,4,7,12,0,0,0,0,0,0,0,6,29
Uttar Pradesh,Hardoi,0,0,0,3,0,0,0,0,0,0,0,0,5,8
Uttar Pradesh,Hathras,11,3,8,4,6,0,0,0,0,0,0,0,0,21
Uttar Pradesh,J.P. Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Jalaun,7,1,6,2,8,0,0,0,0,0,0,0,5,22
Uttar Pradesh,Jaunpur,3,0,3,2,3,0,0,0,0,0,0,0,2,10
Uttar Pradesh,Jhansi,6,0,6,10,4,0,0,0,0,0,0,0,5,25
Uttar Pradesh,Kannauj,4,0,4,2,5,0,0,0,0,0,0,0,4,15
Uttar Pradesh,Kanpur Dehat,2,0,2,2,2,0,0,0,1,0,0,0,0,7
Uttar Pradesh,Kanpur Nagar,4,0,4,11,3,0,0,0,0,0,0,0,0,18
Uttar Pradesh,Kaushambi,7,0,7,18,11,0,0,0,0,0,0,0,6,42
Uttar Pradesh,Khiri,0,0,0,7,6,0,0,0,0,0,0,0,5,18
Uttar Pradesh,Kushi Nagar,8,2,6,6,0,0,0,0,0,0,0,0,1,15
Uttar Pradesh,Lalitpur,4,2,2,2,2,0,0,0,0,0,0,0,3,11
Uttar Pradesh,Lucknow,15,0,15,9,24,0,0,0,0,0,0,0,4,52
Uttar Pradesh,Maharajganj,8,4,4,11,7,0,0,0,0,0,0,0,2,28
Uttar Pradesh,Mahoba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Mainpuri,0,0,0,4,3,0,0,0,0,0,0,0,0,7
Uttar Pradesh,Mathura,2,0,2,1,6,0,0,0,0,0,0,1,32,42
Uttar Pradesh,Mau,0,0,0,2,5,0,0,0,0,0,0,0,7,14
Uttar Pradesh,Meerut,1,0,1,2,5,0,0,0,0,0,0,1,6,15
Uttar Pradesh,Mirzapur,3,0,3,8,11,0,0,0,0,0,0,0,7,29
Uttar Pradesh,Moradabad,19,0,19,17,1,0,0,0,0,0,0,0,24,61
Uttar Pradesh,Muzaffarnagar,14,2,12,0,11,0,0,0,0,0,0,0,4,29
Uttar Pradesh,Pilibhit,6,0,6,15,18,0,0,0,0,0,0,0,0,39
Uttar Pradesh,Pratapgarh,0,0,0,7,0,0,0,0,0,0,0,0,3,10
Uttar Pradesh,Raibareilly,4,0,4,2,5,0,0,0,0,0,0,0,6,17
Uttar Pradesh,Rampur,3,0,3,2,9,0,0,0,0,0,0,0,0,14
Uttar Pradesh,Saharanpur,5,0,5,3,0,0,0,0,0,0,0,0,12,20
Uttar Pradesh,Sant Kabirnagar,3,0,3,3,12,0,0,0,0,0,0,0,0,18
Uttar Pradesh,Shahjahanpur,24,2,22,18,0,0,0,0,0,0,0,0,0,42
Uttar Pradesh,Shrawasti,2,0,2,0,2,0,0,0,0,0,0,0,0,4
Uttar Pradesh,Sidharthnagar,4,0,4,1,8,0,0,0,0,0,0,0,3,16
Uttar Pradesh,Sitapur,2,0,2,0,0,0,0,0,0,0,0,0,0,2
